text,label,clean_text_cased,clean_text_lower,label_numeric
"The liquidity providing was interrupted on May 11 , 2007 when Aspocomp Group Oyj 's shares traded below 0.50 cent ( Aspocomp 's stock exchange release 11.5.2007 ) .",neutral,"The liquidity providing was interrupted on May 11 , 2007 when Aspocomp Group Oyj 's shares traded below 0.50 cent Aspocomp 's stock exchange release 11.5.2007 .","the liquidity providing was interrupted on may 11 , 2007 when aspocomp group oyj 's shares traded below 0.50 cent aspocomp 's stock exchange release 11.5.2007 .",0.0
Hargreaves Lansdown bucks weak markets to see assets rise 2.6 percent,positive,Hargreaves Lansdown bucks weak markets to see assets rise 2.6 percent,hargreaves lansdown bucks weak markets to see assets rise 2.6 percent,1.0
"At 12.59 pm , the OMX Helsinki 25 index was 0.32 pct lower at 2,694.81 .",negative,"At 12.59 pm , the OMX Helsinki 25 index was 0.32 pct lower at 2,694.81 .","at 12.59 pm , the omx helsinki 25 index was 0.32 pct lower at 2,694.81 .",-1.0
"The decision means temporary lay-offs of fixed duration at the company 's Nastola and Jyvaskyla units , in southern and central Finland , respectively .",neutral,"The decision means temporary lay-offs of fixed duration at the company 's Nastola and Jyvaskyla units , in southern and central Finland , respectively .","the decision means temporary lay-offs of fixed duration at the company 's nastola and jyvaskyla units , in southern and central finland , respectively .",0.0
The value of the orders is over EUR 10mn .,neutral,The value of the orders is over EUR 10mn .,the value of the orders is over eur 10mn .,0.0
Ms Laakso will be responsible for HKScan 's HR functions and for their development in all of the Group ` smarket areas .,neutral,Ms Laakso will be responsible for HKScan 's HR functions and for their development in all of the Group smarket areas .,ms laakso will be responsible for hkscan 's hr functions and for their development in all of the group smarket areas .,0.0
"Fiskars is also engaged in the global supply of marine and energy equipment solutions and services through its associated company , Wartsila Corporation .",neutral,"Fiskars is also engaged in the global supply of marine and energy equipment solutions and services through its associated company , Wartsila Corporation .","fiskars is also engaged in the global supply of marine and energy equipment solutions and services through its associated company , wartsila corporation .",0.0
Aberdeen Asset Management Gains Foothold In China,positive,Aberdeen Asset Management Gains Foothold In China,aberdeen asset management gains foothold in china,1.0
Finland 's dominating rail company VR is planning to set the infected passengers for long-distance trip in a separate carriage .,neutral,Finland 's dominating rail company VR is planning to set the infected passengers for long-distance trip in a separate carriage .,finland 's dominating rail company vr is planning to set the infected passengers for long-distance trip in a separate carriage .,0.0
"In November , the Finnish government decreased its ownership in the company further to 31.1 percent from 38 percent .",neutral,"In November , the Finnish government decreased its ownership in the company further to 31.1 percent from 38 percent .","in november , the finnish government decreased its ownership in the company further to 31.1 percent from 38 percent .",0.0
"Finnish Exel Composites , a technology company that designs , manufactures , and markets composite profiles and tubes for various industrial applications , reports its net sales decreased by 0.6 % in the second quarter of 2010 to EUR 19.2 mn from EUR 19.3 mn in the corresponding period in 2009 .",neutral,"Finnish Exel Composites , a technology company that designs , manufactures , and markets composite profiles and tubes for various industrial applications , reports its net sales decreased by 0.6 in the second quarter of 2010 to EUR 19.2 mn from EUR 19.3 mn in the corresponding period in 2009 .","finnish exel composites , a technology company that designs , manufactures , and markets composite profiles and tubes for various industrial applications , reports its net sales decreased by 0.6 in the second quarter of 2010 to eur 19.2 mn from eur 19.3 mn in the corresponding period in 2009 .",0.0
"Of Bavelloni 's and NST 's joint ventures , Bavelloni Tools , completes semiproducts that are produced in Italy into high-quality tools that will be sold under the DiaPol brand .",neutral,"Of Bavelloni 's and NST 's joint ventures , Bavelloni Tools , completes semiproducts that are produced in Italy into high-quality tools that will be sold under the DiaPol brand .","of bavelloni 's and nst 's joint ventures , bavelloni tools , completes semiproducts that are produced in italy into high-quality tools that will be sold under the diapol brand .",0.0
The tool is a patent pending design that allows consumers to lay out their entire project on a removable plate using multiple clear stamps of any kind .,neutral,The tool is a patent pending design that allows consumers to lay out their entire project on a removable plate using multiple clear stamps of any kind .,the tool is a patent pending design that allows consumers to lay out their entire project on a removable plate using multiple clear stamps of any kind .,0.0
$GOOGL is a short below 740 into the upper BB and is overbought,negative,GOOGL is a short below 740 into the upper BB and is overbought,googl is a short below 740 into the upper bb and is overbought,-1.0
"LIGHTS OUT Before curfew , curl up with the latest bestseller and treat your eyes to the perfect reading light from Luceplan .",neutral,"LIGHTS OUT Before curfew , curl up with the latest bestseller and treat your eyes to the perfect reading light from Luceplan .","lights out before curfew , curl up with the latest bestseller and treat your eyes to the perfect reading light from luceplan .",0.0
"UPM-Kymmene Corp. , the world 's largest maker of magazine paper , on Tuesday reported a 19-percent profit drop as lower paper prices , higher costs and a strong euro hurt revenue .",negative,"UPM-Kymmene Corp. , the world 's largest maker of magazine paper , on Tuesday reported a 19-percent profit drop as lower paper prices , higher costs and a strong euro hurt revenue .","upm-kymmene corp. , the world 's largest maker of magazine paper , on tuesday reported a 19-percent profit drop as lower paper prices , higher costs and a strong euro hurt revenue .",-1.0
The total value of the contract is some EUR 8 million .,neutral,The total value of the contract is some EUR 8 million .,the total value of the contract is some eur 8 million .,0.0
"The prerequisite for inclusion in the program and for receipt of any gains is that key employees acquire Aspo shares to the amount determined by the Board in advance , in the maximum .",neutral,"The prerequisite for inclusion in the program and for receipt of any gains is that key employees acquire Aspo shares to the amount determined by the Board in advance , in the maximum .","the prerequisite for inclusion in the program and for receipt of any gains is that key employees acquire aspo shares to the amount determined by the board in advance , in the maximum .",0.0
Mr. Doring has been with Eaton since 1989 and acted as the Business Unit Manager for Eaton 's Power Controls Business Unit since January 2007 .,neutral,Mr. Doring has been with Eaton since 1989 and acted as the Business Unit Manager for Eaton 's Power Controls Business Unit since January 2007 .,mr. doring has been with eaton since 1989 and acted as the business unit manager for eaton 's power controls business unit since january 2007 .,0.0
"The 250 sq m 2,691 sq ft store in Copenhagen 's premier shopping district was inaugurated today , further strengthening the company 's presence in Nordic capitals .",positive,"The 250 sq m 2,691 sq ft store in Copenhagen 's premier shopping district was inaugurated today , further strengthening the company 's presence in Nordic capitals .","the 250 sq m 2,691 sq ft store in copenhagen 's premier shopping district was inaugurated today , further strengthening the company 's presence in nordic capitals .",1.0
"In the financial statement for the first quarter of 2010 , Tikkurila is reported under discontinued operations .",neutral,"In the financial statement for the first quarter of 2010 , Tikkurila is reported under discontinued operations .","in the financial statement for the first quarter of 2010 , tikkurila is reported under discontinued operations .",0.0
"The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US$ 781 million , or euro3 .33 US$ 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year .",positive,"The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US 781 million , or euro3 .33 US 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year .","the world 's second largest stainless steel maker said net profit in the three-month period until dec. 31 surged to euro603 million us 781 million , or euro3 .33 us 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year .",1.0
